Product Description,Type,Score
"Syringes with exchangeable needles labeled as:  
 SOL-CARE:  
1) SOL-CARE 10ml Luer Lock Syringe w/Safety Needle 21G*1 1/2 (needle aside), Model No. 102115SN, UPC 818392019858;
2) SOL-CARE 10ml Luer Lock Syringe w/Safety Needle 22G*1 1/2 (needle aside), Model No. 102215SN, UPC 818392019865;
3) SOL-CARE 1ml Luer Lock Syringe w/Safety Needle 25G*1 (needle aside), Model No. 12510SN, UPC 818392018851;
4) SOL-CARE 1ml Luer Lock Syringe w/Safety Needle 25G*5/8 (needle aside), Model No. 12558SN, UPC 818392018950;
5) SOL-CARE 1ml Luer Lock Syringe w/Safety Needle 27G*1/2 (needle aside), Model No. 12705SN, UPC 818392018967;
6) SOL-CARE 1ml Luer Lock Syringe w/Safety Needle 30G*1/2 (needle aside), Model No. 13005SN, UPC 818392018974;
7) SOL-CARE 3ml Luer Lock Syringe w/Safety Needle 21G*1 (needle aside), Model No. 32110SN, UPC 818392019001;
8) SOL-CARE 3ml Luer Lock Syringe w/Safety Needle 21G*1 1/2 (needle aside), Model No. 32115SN, UPC 818392019018;
9) SOL-CARE 3ml Luer Lock Syringe w/Safety Needle 22G*1 (needle aside), Model No. 32210SN, UPC 818392019025;
10) SOL-CARE 3ml Luer Lock Syringe w/Safety Needle 22G*1 1/2 (needle aside), Model No. 32215SN, UPC 818392019032;
11) SOL-CARE 3ml Luer Lock Syringe w/Safety Needle 23G*1 (needle aside), Model No. 32310SN, UPC 818392019049;
12) SOL-CARE 3ml Luer Lock Syringe w/Safety Needle 25G*1 (needle aside), Model No. 32510SN, UPC 818392019063;
13) SOL-CARE 3ml Luer Lock Syringe w/Safety Needle 25G*5/8 (needle aside), Model",Syringe Equipment,1.0
"Syringes with Luer Slip Tips labeled as:  
1)	SOL-M 1ml Slip Tip Syringe w/o Needle, Model No. 180011, UPC 8183923010138; 
2)	SOL-M 1ml Slip Tip Syringe w/o Needle, Model No. P180011, UPC 810018097523; 
3)	SOL-M 20ml Slip Tip Syringe w/o Needle, Model No. 180020ST, UPC 840368511998; 
4)	SOL-M 3ml Slip Tip Syringe w/o Needle, Model No. P180003ST, UPC 810018097493; 
5)	SOL-M 5ml Slip Tip Syringe w/o Needle, Model No. P180005ST, UPC 810018097462; 
6)	SOL-M 10ml Slip Tip Syringe w/o Needle, Model No. P180010ST, UPC 810018097646; 
7)	SOL-M 20ml Slip Tip Syringe w/o Needle, Model No. P180020ST, UPC 810018098636; 
8)	SOL-M 30ml Slip Tip Syringe w/o Needle, Model No. P180030ST, UPC 810062435333; 
9)	SOL-M 60ml Slip Tip Syringe w/o Needle, Model No. P180060ST, UPC 810062435340; 
10)	SOL-M 1ml Slip Tip Syringe Sterile Convenience Tray, Model No. P180011T, UPC 810018098957
",Syringe Equipment,1.0
"Syringes with Eccentric Tips labeled as:  
1) SOL-M 10ml Eccentric Tip Syringe w/o Needle, Model No. P180010ET, UPC 81001809551; 
2) SOL-M 20ml Eccentric Tip Syringe w/o Needle, Model No. P180020ET, UPC 810018098605; 
3) SOL-M 60ml Eccentric Tip Syringe w/o Needle, Model No. P180060ET, UPC 810018098698; 
",Syringe Equipment,1.0
"Syringes with Low Dead Space labeled as:  
a) SOL-M 1ml Slip Tip Syringe w/o needle (low dead space), Model No. 180011LDS, UPC 840368511899; 
b) SOL-M 1ml Slip Tip Syringe w/o needle (low dead space), Model No. P180011LDS, UPC 810018097554; 
c) SOL-M 1ml Luer Lock Syringe w/Exch Needle 23G*1"" (low dead space), Model No. 181023L, UPC Sold in Canada Only; 
d) SOL-CARE 1ml Luer Lock Syringe w/Safety Needle 25G*5/8"" low dead space), Model No. 12558LDS, UPC 810062435319; 
e) SOL-M 1ml Luer Lock Syringe w/o Needle (PP) (low dead space), Model No. P180001PP, UPC 818392018165; 
f) SOL-M 1ml TB Slip Tip Syringe w/Exch Needle 25G*5/8'' (low dead space), Model No. 181025S, UPC Sold in Canada Only",Syringe Equipment,1.0
"Syringe Tip Caps labeled as:  
1) SOL-M Syringe Tip Cap, Blue, Model No. STCB01, UPC N/A; 
2) SOL-M Syringe Tip Cap, Red, Model No. STCB02, UPC N/A; 
3) SOL-M Red Cap, Model No. 110101150020, UPC N/A
4) SOL-M Syringe Tip Cap Tray, Black, Model Number STCT01, UPC N/A

",Syringe Equipment,1.0
"CRANIOTOMY PACK, Pack Number DYNJ46552O",Craniotomy Equipment,1.0
"KIT PEDI CRANI LAMI, Pack Number DYNJ907372A",Other,0.46495068073272705
"ANESTHESIA TURNOVER KIT, Pack Number DYNJAA0377",Anesthesia Equipment,1.0
"ANESTHESIA TURNOVER KIT, Pack Number DYNJAA0377A",Anesthesia Equipment,1.0
"Brand Name: Vit-l-escence
Product Name: Vit-l-escence Singles A3
Model/Catalog Number: 1203-
Software Version: N/A
Product Description: Vit-l-escence composite is a light-cured, microhybrid, Bis-GMA esthetic composite restorative material. It is 
75% filled by weight, 52% filled by volume with 0.7 ¿m average particle size. 
Dentin Shades: fluorescent properties to replicate natural dentin. Available in 18 dentin shades. 
Enamel Shades: opalescent properties to replicate enamel. Available in 16 enamel shades including pearl, 
translucent, and opaque shades.
Component: N/A
",Blood Pumps,0.6309108734130859
"Brand Name: Transcend
Product Name: Transcend Econo Kit (UB) - Singles
Model/Catalog Number: 4817-
Software Version: N/A
Product Description: Transcend universal composite is a light-cured, tooth shade resin composite material (Bis-GMA-based) to be 
used for direct and indirect posterior and anterior tooth restorations. Transcend universal composite is 
radiopaque and available in a range of dentin, enamel, and body shades. It is 79% filled by weight and 60-61% 
filled by volume and has an average particle size of 0.9 ¿m (by weight) with narrow upper limit particle 
distribution.
Component: N/A
",Blood Pumps,0.6476924419403076
"Brand Name: Transcend
Product Name: Transcend Singles Universal Body (UB) Refill 10pk
Model/Catalog Number: 4757-
Software Version: N/A
Product Description: Transcend universal composite is a light-cured, tooth shade resin composite material (Bis-GMA-based) to be 
used for direct and indirect posterior and anterior tooth restorations. Transcend universal composite is 
radiopaque and available in a range of dentin, enamel, and body shades. It is 79% filled by weight and 60-61% 
filled by volume and has an average particle size of 0.9 ¿m (by weight) with narrow upper limit particle 
distribution.
Component: N/A
",Blood Pumps,0.657800018787384
"Guidewire 70cm x 1mm (0.038 ) REF 5583705

These accessories are intended for use with Bard 14.5 Fr. Long-Term Dual Lumen
Hemodialysis Catheters. Please refer to the applicable catheter Instructions for Use for
directions on the use of these accessories.",Catheters,1.0
Atellica CH Urinary/Cerebrospinal Fluid Protein (UCFP); Siemens Material Number (SMN): 11097543,Anesthesia Equipment,0.6937430500984192
ADVIA Chemistry Urinary/Cerebrospinal Fluid Protein (UCFP); Siemens Material Number (SMN): 11319151,Anesthesia Equipment,0.6501995325088501
"Medline Convenience kits, labeled as:  
1) TRACHEOTOMY TRAY, Pack Number DYNDA1894; 
2) ULTRASOUND GUIDED PIV KIT, Pack Number MNS9580; 
",Surgery Procedure Kits,1.0
"Medline Convenience kits, labeled as:  
1) TRACH CDS-LF  , Pack Number CDS983142B ; 
2) MER TRACH CDS , Pack Number CDS984376B ; 
3) Flexible LMA Pack with Syringe and Lube, Size 1, Pack Number DYND300010P; 
4) Flexible LMA Pack with Syringe and Lube, Size 1.5, Pack Number DYND300015P; 
5) Flexible LMA Pack with Syringe and Lube, Size 2, Pack Number DYND300020P; 
6) Flexible LMA Pack with Syringe and Lube, Size 2.5, Pack Number DYND300025P; 
7) Flexible LMA Pack with Syringe and Lube, Size 3, Pack Number DYND300030P; 
8) Flexible LMA Pack with Syringe and Lube, Size 4, Pack Number DYND300040P; 
9) Flexible LMA Pack with Syringe and Lube, Size 5, Pack Number DYND300050P; 
10) TRACHEOSTOMY TRAY , Pack Number DYNDJ1061A ; 
11) TRACHEOSTOMY  , Pack Number DYNJ45495F",Surgery Procedure Kits,1.0
"Medline Convenience kits, labeled as:  
1) GAS SAM LINE .06ID 10FT MM FLT, Pack Number 35772 ; 
2) ANES CIRC 90 EXP PEDS 2BV-LF, Pack Number 81842 ; 
3) AIRWAY EXAM KIT, Pack Number DYKE1796 ; 
4) INTUBATION KIT , Pack Number DYKSCRIPPSIN4; 
5) INTUBATION KIT , Pack Number DYNDA1598C; 
6) INTUBATION KIT , Pack Number DYNDA1598CH ; 
7) ANESTHESIA KIT , Pack Number DYNDA2958; 
8) ANESTHESIA PREP CUSTOM TRAY, Pack Number DYNDH1758; 
9) ADULT LUMBAR PUNCTURE TRAY , Pack Number DYNDH1889; 
10) PEDIATRIC CARDIAC PACK-LF, Pack Number DYNJ0537013Y; 
11) PEDIATRIC MINOR PK, Pack Number DYNJ49035B; 
12) WMC PEDIATRIC ADD ON PACK-LF, Pack Number DYNJ50644; 
13) ANESTHESIA CVL KIT-LF, Pack Number DYNJ52283B; 
14) ANESTHESIA CVL KIT-LF, Pack Number DYNJ52283C; 
15) AIRWAY PACK , Pack Number DYNJ60239B; 
16) ANESTHESIA PAIN PK LEAGUE, Pack Number DYNJ67925; 
17) H-CABG INTRA OP ANESTHESIA , Pack Number DYNJ900603I ; 
18) H-CABG INTRA OP ANESTHESIA , Pack Number DYNJ900603J ; 
19) CV ANESTHESIA - ROOM SET UP, Pack Number DYNJ905503A ; 
20) CV ANESTHESIA - ROOM SET UP, Pack Number DYNJ905503B ; 
21) CV ANESTHESIA - ROOM SET UP, Pack Number DYNJ905503C ; 
22) CV ANESTHESIA - ROOM SET UP, Pack Number DYNJ905503D ; 
23) CV ANESTHESIA - ROOM SET UP, Pack Number DYNJ905503F ; 
24) #######, Pack Number DYNJ905503F ; 
25) MZ MDL AIRWAY, Pack Number DYNJ910129; 
26) ANESTHESIA CIRCUIT-LF, Pack Number DYNJAA10379 ; 
27) ANESTHESIA CIRCUIT-LF, Pack Number DYNJAA6572; 
28) ANESTHESIA EVALUATION SAMPLE, Pack Number DYNJAASAMPLE; 
29) ANESTHESIA EVALUATION SAMPLE, Pack Number DYNJAASAMPLE; 
30) REGIONAL ANESTHESIA PREP TRAY , Pack Number DYNJRA0376A ; 
31) ANESTHESIA KIT , Pack Number DYNJRA0424A ; 
32) ANESTHESIA SUPPORT TRAY-LF , Pack Number DYNJRA0767; 
33) ANESTHESIA SUPPORT TRAY-LF , Pack Number DYNJRA0767A ; 
34) ANESTHESIA SUPPORT TRAY-LF , Pack Number DYNJRA0767B ; 
35) ANESTHESIA SUPPORT TRAY , Pack Number DYNJRA0779A ; 
36) ANESTHESIA SUPPORT TRAY-LF , Pack Number DYNJRA0887A ; 
37) ANESTHESIA TRAY, Pack Number DYNJRA0909; 
38) SPINAL ANESTHESIA TRAY/WHITE, Pack Number DYNJRA0955A ; 
39) #####, Pack Number DYNJRA0955A ; 
40) ANESTHESIA SUPPORT TRAY/B, Pack Number DYNJRA0968; 
41) ANESTHESIA SUPPORT TRAY-LF , Pack Number DYNJRA1119; 
42) ANESTHESIA SUPPORT TRAY-LF , Pack Number DYNJRA1119A ; 
43) ANESTHESIA TRAY, Pack Number DYNJRA1355; 
44) ANESTHESIA TRAY, Pack Number DYNJRA1355A ; 
45) SPINAL ANESTHESIA TRAY, Pack Number DYNJRA1577A ; 
46) ANESTHESIA SUPPORT TRAY/CHLORA, Pack Number DYNJRA1659; 
47) ANESTHESIA SUPPORT TRAY/CHLORA, Pack Number DYNJRA1659A ; 
48) SPINAL ANESTHESIA TRAY, Pack Number DYNJRA1757; 
49) ANESTHESIA PREP KIT, Pack Number DYNJRA1899; 
50) ANESTHESIA TRAY, Pack Number DYNJRA1934; 
51) ANESTHESIA SUPPORT TRAY-LF , Pack Number DYNJRA2087; 
52) SPINAL ANESTHESIA TRAY, Pack Number DYNJRA2151; 
53) PRE OP ANES KIT, Pack Number DYNJRA2228; 
54) PRE OP ANES KIT, Pack Number DYNJRA2228H; 
55) CUSTOM ANESTHESIA KIT-LF, Pack Number GSP478I; 
56) REGIONAL TRAY, Pack Number PAIN0385B; 
57) EPIDURAL ANESTHESIA KIT , Pack Number PAIN1982 ; 
58) CIRC PACK-LF, Pack Number PHS41720I; 
59) CIRC PACK-LF, Pack Number PHS41720J; 
60) ANES CIRC 90 EXP, Pack Number VM96DLEX2L",Surgery Procedure Kits,1.0
"Medline Convenience kits, labeled as:  
1) TRACHEOTOMY TRAY, Pack Number DYNDA1894; 
2) TRACHEOSTOMY, Pack Number DYNJ45495G ; 
3) TRACH PACK, Pack Number DYNJ46518G ; 
4) EH EMERGENCY TRACH TRAY , Pack Number DYNJ50007A ; 
5) EH EMERGENCY TRACH TRAY , Pack Number DYNJ50007B ; 
6) ENT TRACHEOTOMY , Pack Number DYNJ55523C ; 
7) DR NIELSON THORACOSCOPY , Pack Number DYNJ61471A ; 
8) TRACH PACK, Pack Number DYNJ64583; 
9) TRACHEOSTOMY, Pack Number DYNJ902123G; 
10) TRACHEOSTOMY, Pack Number DYNJ902123I; 
11) TRACHEOSTOMY, Pack Number DYNJ902123J; 
12) (55) KIT STC TRACHEOSTOMY , Pack Number DYNJ909525 ; 
13) (55) KIT STC TRACHEOSTOMY , Pack Number DYNJ909525H; 
14) BEDSIDE TRACHEOTOMY , Pack Number DYNJ909743",Surgery Procedure Kits,1.0
"Medline Convenience kits, labeled as:  
1) DYNJ39451D , Pack Number HOOD PACK ; 
2) DYNJ59573A , Pack Number ICU RESPIRATORY BRONCH PACK ; 
3) DYNJ80281A , Pack Number OSC BRONCH PACK
",Surgery Procedure Kits,1.0
"Medline Convenience kits labeled as:  
1) STERILE LIDOCAINE SYRINGE PACK, Pack Number DYNDM1076A ; 
2) PEDIATRIC EP PACK , Pack Number DYNJ45158A ; 
3) CARDIAC MINOR-LF, Pack Number DYNJ51939; 
4) CARDIAC MINOR SURGICOUNT PACK , Pack Number DYNJ56573; 
5) PEDIATRIC EP PACKMHS, Pack Number DYNJ58876A",Surgery Procedure Kits,1.0
"Medline Convenience kits, labeled as:  
1) SINGLE SHOT EPIDURAL PACK-LF, Pack Number DYNJ0708470K ; 
2) EPIDURAL CSTM PACK-LF , Pack Number DYNJ0844004; 
3) CUSTOM EPIDURAL PACK-LF , Pack Number DYNJ0934752F ; 
4) EPIDURAL PACK-LF, Pack Number DYNJ0957053D ; 
5) EPIDURAL PACK-LF, Pack Number DYNJ0957053DH; 
6) SINGLE SHOT TRAY, Pack Number DYNJ32736; 
7) CONTINUOUS EPIDURAL TRAY-LF , Pack Number DYNJ34352A ; 
8) SINGLE SHOT EPIDURAL-LF , Pack Number DYNJ36046A ; 
9) PHOENIXVILLE EPIDURAL TRAY, Pack Number DYNJ40991A ; 
10) UNIVERSAL SCOPE PACK, Pack Number DYNJ45052A ; 
11) SPINAL PACK , Pack Number DYNJ48916B ; 
12) PUH SPINAL BLOCK TRAY , Pack Number DYNJ49205B ; 
13) EPIDURAL PACK , Pack Number DYNJ50772A ; 
14) TRANSFORAMINAL PACK , Pack Number DYNJC3420D ; 
15) EPIDURAL PREP TRAY-LF , Pack Number DYNJRA0135B; 
16) SUPPORT TRAY-LF, Pack Number DYNJRA0198; 
17) SPINAL TRAY W/GERTIE MARX NDL , Pack Number DYNJRA0245 ; 
18) EPIDURAL TRAY , Pack Number DYNJRA0260 ; 
19) SPINAL EPIDURAL (TUOHY) PF, Pack Number DYNJRA0270B; 
20) EPIDURAL TRAY-LF, Pack Number DYNJRA0275A; 
21) SPINAL BLOCK TRAY- LF , Pack Number DYNJRA0413B; 
22) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number DYNJRA0506A; 
23) EPIDURAL TRAY , Pack Number DYNJRA0508 ; 
24) SPINAL TRAY W/GERTIE MARX NDL , Pack Number DYNJRA0555 ; 
25) COMBINED SPINAL/EPIDURAL PACK , Pack Number DYNJRA0635 ; 
26) SPINAL BLOCK, 25G QUINCKE , Pack Number DYNJRA0766 ; 
27) TRANSFORAMINAL 22X5PF , Pack Number DYNJRA0777F; 
28) TRANSFORMINAL TRAY, Pack Number DYNJRA0822A; 
29) SPINAL TRAY, Pack Number DYNJRA0836A; 
30) SPINAL TRAY , Pack Number DYNJRA0978A; 
31) UNIVERSAL BLOCK TRAY, Pack Number DYNJRA0988 ; 
32) TRAY, SPINAL, WHIT 24GX4, Pack Number DYNJRA1034 ; 
33) TRANSFORAMINAL TRAY , Pack Number DYNJRA1730A; 
34) SPINAL BLOCK 25G WHTCRE 5S BU , Pack Number DYNJRA9028 ; 
35) SPINAL BLOCK 25G WHTCRE 5S BU , Pack Number DYNJRA9028H; 
36) TRAY, SPINAL PENCIL POINT 25G , Pack Number DYNJRA9030 ; 
37) SPINAL BLOCK TRAY, 22G QUINCKE, Pack Number DYNJRA9036 ; 
38) SPINAL BLOCK TRAY, 22G QUINCKE, Pack Number DYNJRA9036H; 
39) SPINAL BLOCK, 25G QUINCKE , Pack Number DYNJRA9037 ; 
40) SINGLE SHOT EPIDURAL TRAY , Pack Number PAIN0012 ; 
41) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0024D; 
42) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0055A; 
43) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0058D; 
44) SINGLE SHOT EPIDURAL TRAY , Pack Number PAIN0078C; 
45) SINGLE SHOT EPIDURAL TRAY , Pack Number PAIN0082D; 
46) SINGLE SHOT EPIDURAL TRAY , Pack Number PAIN0111C; 
47) SINGLE SHOT EPIDURAL TRAY , Pack Number PAIN0133 ; 
48) COMPLETE SINGLE SHOT TRAY , Pack Number PAIN0136A; 
49) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0146C; 
50) SINGLE SHOT EPIDURAL TRAY , Pack Number PAIN0157G; 
51) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0171C; 
52) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0191I; 
53) NORTON SINGLE SHOT EPIDURAL , Pack Number PAIN0215A; 
54) EPIDURAL TRAY , Pack Number PAIN0225 ; 
55) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0242B; 
56) SINGLE SHOT EPIDURAL-LF , Pack Number PAIN0250A; 
57) SINGLE SHOT EPIDURAL-LF , Pack Number PAIN0256B; 
58) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0261A; 
59) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0262A; 
60) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0265C; 
61) EPI TRAY, SINGLE , 20G-LF , Pack Number PAIN0274A; 
62) EPI TRAY CONTI 17G TUOHY, Pack Number PAIN0275 ; 
63) EPIDURAL TRAY-LF, Pack Number PAIN0279C; 
64) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0280C; 
65) SINGLE DOSE EPI-LF, Pack Number PAIN0300B; 
66) SINGLE DOSE EPIDURAL TRAY-LF, Pack Number PAIN0317A; 
67) SINGLE SHOT EPIDURAL TRAY-LF, Pack Number PAIN0334A; 
68) EPIDURAL TRAY-LF, Pack Number PAIN0349B; 
69) SINGLE DOSE EPIDURAL TRAY-LF, Pack Number PAIN0357B; 
70) SHOT EPIDURAL TRAY-LF , Pack Number PAIN0362 ; 
71) SINGLE SHOT EPIDURAL TRAY , Pack Number PAIN0386B; 
72) CONTINUOUS EPIDURAL TRAY, Pack Number PAIN0390 ; 
73) SINGLE SHOT EPIDURAL T",Surgery Procedure Kits,1.0
"Medline Convenience kits, labeled as:  
1) NERVE BLOCK TRAY-LF, Pack Number DYNJRA0377B; 
2) PERIPHERAL NERVE BLOCK, Pack Number PAIN0137",Surgery Procedure Kits,1.0
"Medline Convenience kits, labeled as:  
SPINAL BLOCK 22G QUINCKE 5S BU, Pack Number DYNJRA9026",Surgery Procedure Kits,1.0
"Medline Convenience kits labeled as:  
1) KIT MANIFOLD CSTM-NORTHRIDGE, Pack Number 129736 ; 
2) KIT LEFT HEART-VA MED, Pack Number 132701; 
3) KIT MANIFOLD CSTM-RENAISSANC, Pack Number 134085 ; 
4) KIT LEFT HEART- LEXINGTON , Pack Number 142643 ; 
5) KIT ANGIO CSTM-SETON, Pack Number 143267; 
6) SYR- VA HOSPITAL, Pack Number 144684; 
7) BYPASS ENCOMPASS CDS, Pack Number CDS985003A; 
8) CSTM MANIFOLD KIT , Pack Number SAMPC0547; 
9) CSTM MANIFOLD KIT - FRYE, Pack Number VASC1074 ; 
10) CSTM MANIFOLD KIT , Pack Number VASC1130",Surgery Procedure Kits,1.0
"Medline Convenience kits labeled as:  
CARDIAC PACING PACK, Pack Number DYNJ41223",Surgery Procedure Kits,1.0
"Medline convenience kits labeled as:  
1) ANGIOGRAPHY DRAPE PACK, Pack Number 00-398281J ; 
2) ANGIOGRAPHY DRAPE PACK, Pack Number 00-398650AG; 
3) ANGIOGRAPHY DRAPE PACK, Pack Number 00-398650AI; 
4) ANGIOGRAPHY DRAPE PK, Pack Number 00-398712S ; 
5) CATH LAB PACK , Pack Number 00-398725AM; 
6) ANGIOGRAPHY DRAPE PACK, Pack Number 00-399360K ; 
7) ANGIOGRAPHY DRAPE PACK, Pack Number 00-399734N ; 
8) ANGIOGRAPHY DRAPE PACK, Pack Number 00-399983Q ; 
9) ANGIOGRAPHY DRAPE PACK, Pack Number 00-399983R ; 
10) ANGIOGRAPHY DRAPE PACK, Pack Number 00-400065K ; 
11) ANGIO PROCEDURE PACK, Pack Number 00-400069F ; 
12) ANGIOGRAPHY DRAPE PACK PTCA , Pack Number 00-400123AC; 
13) ANGIOGRAPHY DRAPE PACK PTCA , Pack Number 00-400123AD; 
14) ANGIO PROCEDURE PACK, Pack Number 00-400290D ; 
15) ANGIOGRAPHY DRAPE PACK, Pack Number 00-400305Q ; 
16) MOUNT SINAI HOSPITAL-ANGIO PK , Pack Number 00-400763F ; 
17) ANGIOGRAPHY DRAPE PACK-LF , Pack Number 00-400863J ; 
18) ANGIOGRAPHY DRAPE , Pack Number 00-400932O ; 
19) ANGIOGRAPHY DRAPE PACK, Pack Number 00-401030S ; 
20) ANGIOGRAPHY DRAPE PACK, Pack Number 00-401178D ; 
21) ANGIO PROCEDURE PACK, Pack Number 00-401189I ; 
22) ANGIOGRAPHY DRAPE PACK, Pack Number 00-401226K ; 
23) ANGIOGRAPHY DRP PK PEDI CATH, Pack Number 00-401318L ; 
24) ANGIOGRAPHY DRP PK PEDI CATH, Pack Number 00-401318M ; 
25) ANGIOGRAPHY DRAPE PACK, Pack Number 00-401327Y ; 
26) CORONARY ANGIO PACK-LF, Pack Number 00-401594Q ; 
27) ANGIOGRAPHY DRAPE PACK, Pack Number 00-401620J ; 
28) ANGIO PROCEDURE PACK, Pack Number 00-401824AA; 
29) CATH LAB PACK-LF, Pack Number 00-HCT055P ; 
30) CATH ACCESSORY PACK , Pack Number 0M-CP31433G; 
31) CATH ACCESSORY PACK , Pack Number 0M-CP31433I; 
32) ANGIO PACK, Pack Number 0M-CP31933C; 
33) ANGIOGRAPHY PACK-LF , Pack Number 0M-CP32357I; 
34) ANGIOGRAPHY PACK-LF , Pack Number 0M-CP32357J; 
35) ANTERIOR CERVICAL CDS-LF, Pack Number CDS982292D ; 
36) CABG 1, Pack Number CDS983663J ; 
37) CATH CDS, Pack Number CDS984141I ; 
38) ENDO AAA, Pack Number CDS984264I ; 
39) ANGIOGRAPHY OR, Pack Number CDS984944C ; 
40) ACCESS CATHETER , Pack Number CDS985507F ; 
41) ARTHROSCOPY SHOULDER, Pack Number CDS985509F ; 
42) SYMPHONY 5FR CATHETER KIT , Pack Number CTK-5K ; 
43) SYMPHONY MAX 6FR CATHETER KIT , Pack Number CTK-6K ; 
44) NEURO ANGIO PACK, Pack Number DYNDA1431A; 
45) ANGIOGRAPHY PACK-LF , Pack Number DYNJ0048560A ; 
46) SJ CATH LAB PACK-LF , Pack Number DYNJ0101429L ; 
47) SJ CATH LAB PACK-LF , Pack Number DYNJ0101429N ; 
48) ANGIO TRAY-LF , Pack Number DYNJ0131200P ; 
49) ANGIOGRAM , Pack Number DYNJ0149444J ; 
50) ANGIOGRAM , Pack Number DYNJ0149444K ; 
51) ANGIOGRAM , Pack Number DYNJ0149444M ; 
52) EP LAB DEVICE PACK-LF , Pack Number DYNJ0160556D ; 
53) PED CATH PROCEDURE CHILD PK-LF, Pack Number DYNJ0161241F ; 
54) ANGIO PACK-LF , Pack Number DYNJ0165039M ; 
55) ANGIO PACK-LF , Pack Number DYNJ0165039N ; 
56) ANGIOGRAPHY DRAPE PACK-LF , Pack Number DYNJ0194989AF; 
57) ANGIOGRAPHY DRAPE PACK-LF , Pack Number DYNJ0194989AG; 
58) VASCULAR ANGIO PACK-LF, Pack Number DYNJ0201109AG; 
59) ANGIOGRAPHY TRAY-LF , Pack Number DYNJ0220880V ; 
60) ANGIOGRAPHY DRAPE PACK-LF , Pack Number DYNJ0241256L ; 
61) ANGIO PACK-LF , Pack Number DYNJ0281048I ; 
62) ANGIOGRAPHY PACK-LF , Pack Number DYNJ0290716L ; 
63) ANGIO PROCEDURE PACK-LF , Pack Number DYNJ0298504AG; 
64) ANGIOGRAPHIC PACK-LF, Pack Number DYNJ0337491C ; 
65) ARTERIOGRAM PACK-LF , Pack Number DYNJ0362293D ; 
66) CATH LAB PACK-LF, Pack Number DYNJ0362352M ; 
67) CATH PACK-LF, Pack Number DYNJ0367643Q ; 
68) ANGIOGRAPHY DRAPE PACK-LF , Pack Number DYNJ0370415I ; 
69) CATH LAB PACK-LF, Pack Number DYNJ0371696O ; 
70) ANGIOGRAPHY PACK-LF , Pack Number DYNJ0372025G ; 
71) OR ANGIOGRAPHY PACK-LF, Pack Number DYNJ0373098K ; 
72) OR ANGIOGRAPHY PACK-LF, Pack Number DYNJ0373098L ; 
73) OR ANGIOGRAPHY PACK-LF, Pack Number DYNJ0373098M ; 
74) ANGIOGRAPHY DRAPE PACK-LF , Pack Number DYNJ0373221O ; 
75) ANGIO PACK-LF , Pack Number DYNJ0373279M ; 
76) INTERVENTIO",Surgery Procedure Kits,1.0
